,machine-learning,rating
3360,The course is awesome ! It did meet all of my expectations and I learned lots of interesting information and acquired some useful skills. It is also showed me the way to keep learning ML and AI going deeper to the field. If you are new to the field you should definitely take this course. Thank you mr Andrew Ng and the whole team for what you are doing.,5
3361,"I really enjoy studying this course. I now feel clear about the basic ML concepts and algorithms, and gain confidence to study this subject deeper and even try some simple ML application. I feel this course is pretty practical and fits most of people interested to learn ML that with diverse background and different ",5
3362,"More detailed and much better than I expected ! First, I just wanted to get some skills in machine learning so I chose this online course. But I was pleasantly surprised when I discovered it's as complete as my courses at university. I really appreciated this course and I am sure that it will be helpful in my future works as engineer or as businessman. ",5
3363,"Excellent explanations of all concepts in the videos. Commands I had used ""blindly"" in various software packages now made a lot more sense. I feel that I would be much more capable of taking on a ML problem now in an organized and methodical way. I also have a better idea of what to try before I actually do anything, and also how to assess performance.  ",5
3364,"It was worth it ! I recently started ML and i wanted a course where i will understand the principle and logic behind ML and not just how to write a code using some libraries. This course gave me a good mathematical understanding of the covered subject. I find it easy to follow and understand. The instructor is great in teaching. All in all, i liked it! ",5
3365,"Amazing course that I will recommend to anyone anytime as solid foundation into machine learning concepts - instead of just limiting it to deep learning. I believe Octave as language choice over Python is a strength, not a weakness of this course. It enables a easier and deeper understanding of how the algorithms work conceptionally and mathematically. ",5
3366,"Coming from a Physics and Chemistry background with a good grounding in Linear Algebra and Calculus but less formal education in computer science beyond some self-taught Python and a heap of stack overflow, I found this course very approachably taught and a good starting point to machine learning and a good justification for vectorised implementations.",5
3367,"Besides fantastic lectures, online resources to learn, make mistakes, and improve, the mentors -- especially Tom Mosher -- were outstanding and committed to answer our questions.  That made the BIG difference to making this course one of the best i've had in my life, rivaling some of my great undergrad courses at Carnegie Mellon Univ over 30 years ago!",5
3368,"Thank - you Andrew for this course. Also, thank you Coursera for allowing it as a free resource. I have been looking for a machine learning course for a while and glad that I came to know of this. I look forward to apply many of the course features in context to better understand and classify health and movement data. Many thanks again - appreciate it.  ",5
3369,"Amazing learning from courses with perfect examples and best discussion forums i ever seen.The reply to question are very quick and teaching from sir, ANDREW NG is perfect.I recommend beginners  to once go for this course if have an interest in machine learning.The quiz and programming exercises along with the supports are great.THANK YOU FOR THIS!!!!!",5
3370,"I learned a lot of new things about ML from scratch and it was really easy to understand with simple and complex examples, mini quizzes, and programming assignments. I really enjoyed this course. There were so many real life encountered problems that Prof. Andrew Ng pinpointed so that we did not do the same mistakes and how to overcome or prevent them.",5
3371,This is an excellent course for people who want to gain a deep understanding of machine learning algorithms. It goes far beyond plain explanations of the different techniques as the assignments challenge you to really wrap your head around it. The teacher uses simple vocabulary and keeps a good balance between details and clear instructions. Thank you!,5
3372,This is the best machine learning course i have ever had.Mr andrew gives nice intuition and help develop proper basics for a course like this.one downside though is that instead of using matlab or octave we could have used python or R for our programming exercises as those are generally used in machine learning domain and in industry.kudos to the team!,5
3373,"Strongly recommended to anyone even mildly interested in Machine Learning. Andrew is extremely engaging, the videos are just the right length, the assignments are challenging and extremely helpful in understanding the concepts. This was my first coursera course, and I am hooked now. Thanks to Andrew and team for putting such an awesome course together.",5
3374,"Andrew Ng's Machine Learning is hands down the best course I've come across! Laying out a very strong foundation, Ng goes on to create interest in his students to learn more on the future of Neural Networks and the world of AI. Extremely knowledgeable yet gentle in disposition, he provides ample insights of what the future of data interpretation holds. ",5
3375,"I was totally new to Machine Learnig and I'm now totally grabbed to it. The course assumes no pre-knowledge of ML in any way and provides a very broad and deep introduction to it. You'll be an expert of ML by the end of the course. The contents are a very well balanced mixture of theory, pragmatic conclusions, and practise exercises. Truly recommended!",5
3376,Straightforward and the homework submission process is great... very simple and streamlined :) The only recommendation for improvement is that some of the videos dwell for quite a while on very simple operations but skip over some of the more interesting or complex operations. it would be nice to see more time on proofs and less on super simple things.,5
3377,"This course is one of the most practical course in coursera. I learnt so many. The lecturer, Andrew Ng,  is showing not only the basic theoretical material but also technic for avoiding common mistakes. I would recommend this course to everybody who want to learn machine learning. Thanks to Andrew Ng for the great course I learnt so many useful things.",5
3378,"If more than five stars can be given to this course, I would rather give.  I rarely write reviews but this course enforce me to do so.  This is one of the easy to understand courses.  The vocabulary is simple and the way of introducing the subjects is smooth.  The professor is very humble and try to explain the concepts is a very direct and simple way.  ",5
3379,I would like thank Dr. Andrews Ng for this great class. This is my first Machine Learning class and I really enjoyed learning the concepts. Dr. Ng has a knack for teaching complex topics and simplified them so that everyone understands with or without Math background. Really appreciate it and have highly recommended this class to some of my coworkers.,5
3380,Very good course. What I liked the most is it takes you on a journey of the Machine learning field and shows the real world without sugar-coating it. The long and complex seeming equations tell you that this is what you will find in all the research papers you will read and reflect on for the rest of your ML career. Really appreciate making this real.,5
3381,"This was the most beautiful Course i have ever enrolled in.I like the way Andrew Sir explains hard things with so ease . He's very good at making students understand topics very well. Especially when sometimes when you get a doubt and he says ""If you're not understanding this thing..Actually its OKAY..! :)""",5
3382,The tutor was amazing and all the course contents are good and very helpful in understanding concepts. the exercises and shorts quizzes was also really helpful to make concepts clear and to learn to apply them well in practical situations. ,5
3383,In depth coverage of all key topics in machine learning delivered at a pace that is both easy to follow and just the right level of challenging for someone new to the subject. Professor Ng explains things extremely clearly and the tutors on the online forum also offer great clarity on any programming issues encountered during the exercises. Excellent!,5
3384,"""And I hope that you find ways to use machine learning not only to make your life better but maybe someday to use it to make many other people's life better as well."" - With this goal I started this course and I will not stop studying machine learning unless I succeed in reaching it. Thank you Mr Ng for allowing me to take a huge step towards my goal!",5
3385,"It was very straightforward and for once I actually understood how all these concepts work. It was also great that it covered helpful tips for picking and ""debugging"" algorithms. Would definitely recommend if you want to be conversant in ML and have a few programs you've created to look back at when you want to create a new ML algorithm for a project.",5
3386,"Excellent course. Very well taught by Andrew Ng. I didn't know anything about machine learning when I started and now I have a good foundation for any machine learning applications I will write. One note, for the assignments, if stuck, use the tutorials, as the actual assignments description may be confusing at times. The tutorials are better written.",5
3387,"This course gave a nice, low-level understanding of common machine learning algorithms, how to implement them by hand, and practical tips for using them in real situations.  The math was pretty basic for someone with a heavy math background, but the intuitions gained are quite useful.  It was also helpful as an introduction to machine learning jargon.",5
3388,,5
3389,"This course gives a nice and broad overview of Machine learning in a lucid way. After completing the course, I could research and study publications and current state-of-the-art machine learning and deep learning breakthroughs. I would recommend this course as a platform to get started in the field and then build on it based on your further interests.",5
3390,"Thanks to Andrew Ng and the team of this course. The basic idea of machine learning algorithms are clearly explained. The assignments are well designed and very helpful for mastering the learning algorithms. Moreover, this course contains not only theoretical analysis, but also engineering advices which are very useful for implementing ML in industry.",5
3391,Wonderful 'base' for Machine Learning enthusiasts. Prof. Ng delves deep into various subtleties which are only glossed over in today's world where ppl rush to packages like TensorFlow to build quick prototypes but then struggle to understand what's going on under the hood & debug their ML programs. Highly recommended. Kudos & Thanks to Prof. Andrew Ng,5
3392,"As stated famously stated by Einstein, ""Everything Should Be Made as Simple as Possible, But Not Simpler"", Andrew Ng and team has made this course simpler for anyone with minimal mathematical knowledge and programming skills to learn machine learning in short time. I am sure this gives a solid foundation to build upon. Thanks a ton to Andrew and team!",5
3393,"I think this is the best course for the introduction of machine learning, and I have benefited a lot from it.It is easy to understand to the layman to explain the various algorithms and principles of machine learning.I really enjoy this period of study.There are a few subtle mistakes in the slide, but it's easy to correct them after careful thinking.",5
3394,It's the best option for the beginners to pick this course offered by Stanford University. The intuitions that you learn in the course will help you a lot in solving real time applications of ML. It's a solid 11 week course content which makes you feel as an expert in developing ML Applications. Special thanks to Andrew Ng for taking up these course.,5
3395,"This course cleared many of my doubts about ML. I am also learning from the book 'Machine Learning and Deep Learning with Python, Scikit Learn, and Tensorflow 2' written by 'Sebastian Raschka and Vahid Mirjalili'. While many of the courses just let me pass-through them without any assignments, but this course gave me some work, which helped me a lot.",5
3396,"Excellent class all around! There were a couple of minor headaches but almost all of them could be answered by checking the forums, reading the Errata, or asking for help from other students or the fantastic mentors so I'd say they were minimal. I really learned a lot and think anyone could use what's in the course to great effect. Thank you so much!",5
3397,"This is must have and the best introductory course to machine learning. Andrew explains all the concepts using minimum mathematics required and makes clear the intuition behind the concepts.Another important thing is that with his vast experience, he gives us practical checks before implementing any algorithm.Thank you Andrew.You are a great teacher.",5
3398,"I find that the course has the perfect balance between theory and application. Everything is explained in the most understandable yet meaningful way, and the programming assignments, with their pdf tutorials and their automated grading system, are an incredible way to turn the ML concepts into hands-on experience. I loved every minute of this course.",5
3399,Very good introduction to the topic of Machine learning and lot of insightful lecture videos. Really enjoyed working on Octave programming and the periodic quiz to ensure i understood the core concepts. ,5
3400,"This has been a fantastic time learning Machine Learning . I have gained verygood understanding of major machine learning algorithms, usecases and how to implement / optimize them. Thanks to Andrew NG for putting such a course and looking forward to meet you someday. Also thanks to all the moderators for helping out. All the best to the participants.",5
3401,"Thank you, really, you have been a great teacher. I am finally able to visualize some math and understand it intuitively. I have learned a lot from you in this course, apart from the Math like, how to explain and teach to someone who has no knowledge about that, like I was when I started this course.",5
3402,First of I want to thank Andrew Ng and Coursera team For this course.,5
3403,"Engaging, simple to understand -- especially all the 'intuition' modules, for they are indeed amazingly good at providing that intuition (without the need to deep linear algebra knowledge) about how things are implemented -- and I finished the course with two ideas already to be tried in my professional life (which has nothing to do with programming)",5
3404,"The course is absolutely great, I can't wait to put it to action! I felt that it touched on the most important algorithms needed for most Machine Learning applications, and Andrew Ng is sincerely a great teacher. I always got the sensation that he really cares that people are learning throughout the videos and the assignments. Better than expected :)",5
3405,This may be the best video for starters in the field of Machine Learning and AI. ,5
3406,"the lectures were detailed, well paced and informative. Many videos have corrections, which is good, however some editing could be done to remove the corrected portion rather than having a minute or two of recorded material repeated with some slight change.The programming assignments were broken up into manageable sections with straightforward tasks.",5
3407,"This course is outstanding and helped me in understanding many key concepts of machine learning in a better way than other resources (including my University) did so far. Prof. Ng is a great teacher, the review questions and assignments provide a useful self-check and allow for further practical experimentation. I cannot recommend this course enough!",5
3408,"Great overview of supervised and unsupervised methods in machine learning. Assignments are very stream-lined especially if you can write the steps in vectorized notation. I wish their were more optional sections on proofs of the algorithms performance and more formal statistical analysis, although I realize this course is for a very general audience.",5
3409,"An amazing introductory course.A wonderful gateway to anyone new to this field.Some the lectures are pure gold and while the course might come off as quite basic to many of you , do complete all the assignments and quizzes.Taking this course was an wonderful learning experience and i would definitely rate it as the best introduction to ML on the web.",5
3410,"It was a very interesting course to take. It gets you to know many different algorithms, with a deep understanding of the mathemathics on some of the most important ones, and also with a broad view on how to evaluate and compare different approaches on machine learning and how to decide what to do in order to get a good system running. Thank you all!",5
3411,"Absolutely top notch. Wonderful class. Prof. Ng clearly took it very seriously and put an immense amount of time into it. The programming exercises were complicated but doable, and very well constructed. I appreciate the time it took to create this course, and will be recommending it to anyone interested in machine learning. Wonderful job. Thank you!",5
3412,"Great course for people looking to get into Machine Learning! I was very intimidated by the course at first, but Andrew explains everything in great detail. He's also very good at leaving out minor mathematical details that might be too complex and unnecessary for a novice pursuing Machine Learning. Looking forward to taking his Deep Learning course!",5
3413,"Absolutely a fantastic course. Andrew Ng is a great teacher, and after 11 weeks of this course I am going to miss having him as my professor. I highly recommend this course for anyone who wants to learn about many different categories of machine learning. That being said, you will have to complete fairly technical programming exercises on each topic.",5
3414,"Andrew Ng's knowledge, passion and experience flows through in this course!  He made a hard materials and challenging topics so much accessible and fluent that I looked forward to finding time to complete this course.  In fact, I sneaked time off during vacation at beach to complete one week.  Highly recommend this to anyone serious about this topic!",5
3415,"I major in computer science ,and I am working toward the master's degree,my English maybe not very well,but I really learned a lot about Ml knowledge from Andraw Ng!. he is the real machine learning master，and using the simplest word explained these difficult problems,thanks him,and thanks Coursera for supported this outstanding and fantastic course。",5
3416,"Excellent introduction to ML.
What I personally enjoyed the most was the mathematical background to
ML algorithms, really great explanations and
the programming assignments based on real world problems. It was definitely
worth every second of my time put into accomplish this course. Thanks
to Andrew Ng and the other guys that make this course happen.",5
3417,"This is a great start for any one interested in machine learning.  Professor Andrew Ng is a great human being and that comes across even through the screen of the online course.  Also, a big shout for the mentors, especially Tom Mosher, without whose kind advice and tutorials it would be very difficult to complete the programming assignments on time.  ",5
3418,This course is very intresting experiance. Every lecture video connects with quiz and programming excersises very tight. For better and more deep understanding of this course I'm used different books about artificial intellegence and themes in that books were structured like this course. The course makes me more familliar with scientific calculation.,5
3419,"I salute the way Prof. Andrew NG teaches the Machine Learning course. He is a Legend in explaining  the concepts in simple, crystal clear approach with lots of analysis on the concepts. His Quiz questions and Programming assignments are really a drill to ensure our understanding. Prof. Andrew is my role model in how to teach a concept. Thank You Sir.",5
3420,"Amazing course: rather slow-paced but quite in-depth, great pedagogy, various quizzes and little questions in the videos that maintain interest and rhythm throughout the course.",5
3421,Loved doing this course... had minimal knowledge apart from a basic understanding of linear and logistic regression.  Came away with a wealth of knowledge.  I now have the confidence to design machine learning algorithms.  I have been a metallurgical design engineer for years so can see how to easily transfer the skills to machine learning tool-kits.,5
3422,"This free course, which is available for certificate now is well designed and covers a wide range of topics. The Professor of course is an authority in the subject. I think it serves well for both experienced learners and new learners alike. Before anyone ventures on any other MOOC course in this area, they must first check this course in my opinion. ",5
3423,"Brilliant course! It offers a deep understanding of the subject in a delicate balance between working with the guts of the machine learning algorithms and getting the general picture. Don't begin working on a machine learning project before watching week 6. Or maybe you should, it definitely sinks in more after you've had a go at wasting your time :)",5
3424,Wonderful course!,5
3425,It was something new for me and I loved to learn. Thanks a lot Andrew Ng for giving me the intuition of machine learning in such an awesome way. I will consider to give a part of my life to machine learning and learning the mathematics of algorithms. It is the best course to start or better to say a wonderful  walk-through in the world of ML and AI. ,5
3426,"It really helps me a lot for my internship. While finishing this course, I also happened to finish my graduation internship project. In this special period of 2020, it accompanied me through the whole project and gave me a lot of inspiration.It opened the door to machine learning for me. Thank you for this great course and also thank for my efforts.",5
3427,Thank you Dr Andrew Ng for this well explained course. It brought a lot of clarity in terms of understanding the under-the-hood workings of many machine learning models we see/use everyday in our lives. Thank you for your invaluable advice and I hope that one day I would be able to build a machine learning model that can improve our current society!,5
3428,Exceeded my expectations and Andrew's insightful teachings provided me with valuable tools and suggestions to continue the journey.  AI/ML is/will be one of the most impactful technologies in human history. I hope I can contribute even a small advancement in the field in my lifetime. Thank you Andrew! Your knowledge and dedication are inspirational.,5
3429,"Really, one of the best course which initially helps the student to understand the basic machine learning and upgrade the level of learning, week by week. Especially the neural networks topic helps to built scientific project algorithms for security/cryptography. Thankyou coursera for providing this wonderful oppurtunity to  make my skills enhanced.",5
3430,"I loved the course and the way Andrew Ng teaches the content - I'm a huge fan. I've been already familiar to some algorithms, but it was nice to have the deep dive into the implementation with Matlab. I also enjoyed it to implement the vectorization of all the algorithms :). Highly recommend it to everyone, who wants to get a deep overview about ML.",5
3431,"El curso se encuentra muy bien organizado, el profesor lo armo progresivamente, hilando cada contenido previo que tuviera relación con el posterior, aumentando la complejidad de lo enseñado organicamente y abordando cada tema desde distintos angulos de forma tal que los estudiantes tuviesemos muchas formas de asimilar lo que estaba siendo explicado.",5
3432,"I can only express gratitude for this excellent course. The course dynamics was excellent, contents were treated in deep, and the attitude of Andrew created a rapport that helped me to give the extra mile.",5
3433,"I greatly enjoyed this course. I was initially a bit intimidated by the level of math needed but was pleasantly surprised that I was able to follow along and understand the equations and algorithms. Professionally, I've already had a few opportunities to use the knowledge acquired by having conversations around the best way to utilize existing data.",5
3434,I think this course is beyond learning machine learning and it will teach you how to implement better. I enjoyed the discussion forum's materials. mentors tutorials helped me to understand the concepts better. ,5
3435,"great course! the lecturer is great, assignments are awesome and beside all these you can get the full learning experience without purchasing the course!",5
3436,,5
3437,I am very much interested about this course and keen to learn this course only form the Coursera and i am Thankful to the Coursera team to teach us such an informative course in a positive manner and environment where every student can learn from it and transform their career by becoming an expert learner and trainer in this machine learning course.,5
3438,Andrew Ng is a great instructor. I appreciated that he spent the time to help students gain an intuitive understanding of the algorithms rather than just memorizing equations. The difficulty level on the quizzes and assignments was well-balanced and helped reinforce the material. I recommend this course to anyone getting started on machine learning.,5
3439,I tried another introductory machine learning course but got confused at a relatively early stage of it. So I switched to this course and I found it is easier to understand and felt more motivated to finish it because the topics are well structured and the professor explains concepts clearly and tells you how much you should know about each concept.,5
3440,,5
3441,Excellent course ! It's been ten years I didn't take any course (actually since I'm an engineer) and I've never been so happy to watch a course or to do an exercice. Andrew Ng is an excellent teacher and he knows how to detail complex problem with simple words. I definitively recommend this course. It's an excellent introduction to machine learning.,5
3442,"Thank you Prof. Ng and Mentors that your effort to educate - well designed course, teaching, quizzes and exercises to help us understand essence of ML. I am not a computer scientist graduate student / graduate but I am interested in data. This course will start my new direction of research and work. Good luck to all of you who encounter this course!",5
3443,"It's quite good for beginners like me to learn about machine learning in this course. Practical advice on machine learning helps a lot. Some examples in the assignment are interesting though very few parts are required to implement by ourselves. I was struggling a lot when applying vectorization to the assignments, reminding me of my poor algebra :D",5
3444,"It's a quite cool and helpful course, I enjoy the process of learning knowledge about the Machine Learning(or A.I.) .",5
3445,"This is a perfect fundamental course for machine learning. It's really recommended for people who are interested with this subject but fear for the mathematics it might involve. Professor Andrew NG made all related algorithm easy to understand and interesting. Besides, the programming exercise are very considerate, you can learn a lot from practice.",5
3446,"This is surely the best course to learn machine learning. We get an in depth knowledge about supervised and unsupervised learning, along with other special applications such as recommender systems and large scale machine learning. Along with these , we also learn about advices on building a model based on variance/bias and other techniques as well.",5
3447,"Very useful information presented, indeed, especially all recommendations and tips and tricks provided throughout the course progress and all practical examples discussed in detail, including homework materials. This course is a real help for people willing to implement machine learning algorithms in their projects - everything to know is in there.",5
3448,It was really an awesome course and learning machine learning and it's various aspects was fun. I think this course without any doubt lays a strong foundation for machine learning and gives us a huge confidence to proceed our way in the field of machine learning. Thanks a lot to Andrew ng for spending his valuable time teaching us machine learning. ,5
3449,"Just at starting I know nothing about machine learning but now after completing , ",5
3450,"The best course on machine learning out there. Just do not watch it at 2x speed all the time, especially during week 5, otherwise, some of the stuff will probably go over your head. This course teaches you about the algorithms and the theory of machine learning and is not much of a practical oriented course, but it delivers on what it aims to teach",5
3451,"Gives a detailed explanation about every algorithm used. Programming assignments too are precise and are very helpful for understanding the key concepts. Prof. Andrew too is able to interact with the students in a superb way and is very cheerful while explaining the key concepts. In a nutshell, the course is complete in itself and is good to learn.",5
3452,The course of Machine Learning is really great and helpful. I was able to understand everything thoroughly and thank you Coursera for providing me with financial aids to follow this course. Thank you Andre Ng for delivering a valuable lecture series and sharing valuable knowledge and feeding the important areas of machine learning to me. Thank you!,5
3453,"It was a great course, I started it after searching on the internet ""Top machine learning online classes"" I found this course listed at the very top with very good rating by many students. As I have finished this course I can also say that those ratings are true and this course is really good.",5
3454,"Excellent quality lectures. Professor Ng gives a thorough and clear explanation of the mathematics underlying the models while also giving practical recommendations for applying these systems. I have a background in mathematics and computer science, but I feel like this course is accessible for anyone who can push themselves to understand the math.",5
3455,"For a beginner in machine learning learning field, the course was really helpful, covering the main concepts in a clear and simple way. It treats more the theorical aspect of many learning algorithms. The review and the programming assignements were really straightforward but time consumming in some cases. I recommend it for beginners in the field.  ",5
3456,Absolutely stellar course -- Professor Ng gives a framework for machine learning systems that is accessible to learners of all technical skill levels. Gives great intuitions for a vast number of machine learning algorithms and also contains very knowledgeable implementation advice. Will be referring to this course's materials again in the future...,5
3457,This course covers key topics in machine learning. The explanation of the concepts is far better than many other machine learning books and courses.  The exercises are instructive and the Octave programming system is easy to learn.  Andrew also provides many practical tips on how to apply the theories and these are very valuable for a practitioner.,5
3458,"Very good training. Excellent presentation of the content by Professor Ng. The coding assignments were very good to deepen the understanding of the principles/methods learned and very well prepared and structured. Also the additional resources, like forum, tutorials allowed me to complete all assignments. Very good investment of my time. Thank you!",5
3459,"Just the course that you need to get started with ML and AI. It provides you with a robust theoretical background while simultaneously giving a chance to develop models yourself. The strong point of the course is that it gives you an understanding of how the algorithms actually work instead of just teaching how to write codes. In all, a Great One!!",5
3460,"HIghly recommended course, specially for Machine Learning Enthusiasts with Engineering/Maths/Background. Learned a lot. Very carefully designed course. Never had any open/uncleared doubt for long, either it got clarified instantaneously or sometimes as the course moved forward.",5
3461,"This is hands-down the best educational and quality content I have ever come across, with no doubt. I can't thank enough Andrew Ng. for this as it has been a life changer for me nd I only hope I can give back some of this to someone else in the future. If you are reading I honestly wish that you decide to make yourself a favor and take this course. ",5
3462,"A great way to enter the world of machine learning! Professor Ng is amazingly organized, thorough, and approachable in his presentation. Even though the concepts are easy for him, he recognizes and clarifies possibly confusing concepts for newcomers in his videos. My first online course and one of the best courses I've ever taken. 100% recommended.",5
3463,"I just want to say that because of this course i directed my career towards the machine learning and artificial intelligence.This course starts every topic from scratch and give all the details about the ground level intuitions used in machine learning algorithms used these days.Discussion forum is very interactive,Overall it was a nice experience. ",5
3464,A highly organized and efficient course. It's clear that prof Andrew spent much time abstracting the content and organizing the exercises to fit the student. No need to study any maths prior to the course. All what's needed is embedded in the course.I highly recommend that course for any one wants to start his career as a machine learning engineer.,5
3465,"I really enjoyed doing this course. Prof. Andrew Ng made easy to understand such mighty concepts. Thank you so much for offering it for free, and for not being so strict with the deadlines. The forum discussions were also very helpful and the mentors were always there for us. I am surely facing my projects with a different point of view for now on.",5
3466,"It took me 3 weeks to study this course along with finishing the programming tasks, which is really helpful and I also realize that, before I truly get to know how to solve a problem using machine learning, I need to spend more time on reviewing these lecture notes and understand each line of the codes which were already provided in the assignment. ",5
3467,"A fantastic, extremely thorough, and informative class! Professor Ng strikes the perfect balance between intuition and theory, as well as real-world applications and examples, and the opportunity to practice implementing the algorithms and techniques by writing your own code. This is a fundamental class for anyone seeking to learn Machine Learning.",5
3468,"Very nice introduction to ML and its components. Gives great overview and concrete working advice and lays basis to just go ahead and use it all. Gives a good sense to each topic and encourages to get more details on whatever part of this course looks most interesting or most fruitful to take an even closer look. Thanks a lot, enjoyed it very much!",5
3469,"Thanks a lot Prof. Ng. I am very appreciated to your devotion to this class. I fully understand that it took a long time and effort to arrange, practice and push this course to finish. I also would like to extend my thankfulness to the team and colleague who helped creating this class. And of course I would like to express my gratitude to coursera.",5
3470,Un curso de complejidad creciente que proporciona una visión inicial para entender los procesos bajo los que operan los sistemas de aprendizaje automático. ,5
3471,"Excellent course, Andrew Ng has done an excellent job in breaking machine learning down to its core fundamentals, and building it up step by step until you end up with very complex and powerful machine learning concepts. This is an excellent introduction for anyone interested in learning about machine learning, and provides an excellent foundation. ",5
3472,Incredible... complex subject ... taught in a simplified way without trivialising the subject matter... practical examples and tips help a lot... beautifully relates the mathematics behind the algorithms to real-life scenarios. Hands-on programming assignments and quizzes are thoughtfully crafted and organised.. Great Learning. Thank you very much.,5
3473,"Andrew is excellent at explaining things. Unfortunately the course doesn't go through some of the derivations because it is introductory, but he still offers a reasonable explanation / intuition for most of the content. This is the de-facto standard ML class for beginners and a good intro to coursera and online courses in general. Take this course!",5
3474,,5
3475,"The teacher has some great pedagogical skills, is going at a really convenient pace for everyone. Moreover, Andrew Ng has a huge experience in Machine Learning and is sharing lot of his throughout this class. Finally, quizz, programming exercises are really here to help you understand and are well thought. One of the greatest class I've ever had !",5
3476,Top class!,5
3477,"The best Machine learning Course available out there. From very basic to each and every part of all the concepts of machine learning algorithms are taught very neatly. If anyone want to start his/her career in ML then I would suggest this is the one should go for. In the end, I would like to thank Andrew Ng for this awesome course putting up here.",5
3478,The course is very consciously planned - the amount of time allotted for programming tasks is comfortable and the information to learn is evenly distributed between the 11 weeks the course. I had great fun learning about machine learning and have already found an implementation for the acquired skills! I genuinely thank the creators of the course!,5
3479,Thank you so much Prof. Andrew. I am very thankful to coursera for providing such a valuable course. For me math is love and Andrew's mathematical explanation behind every concept was a great plus point for me and the course wasn't easy or too hard either. Again thanks to coursera and Andrew sir for growing my interest in Machine Learning. Thanks.,5
3480,"I have to say, this is the best course i've ever done, the teacher is great, the programming exercises are excellent, the content was very well explained by detail. it was a very inspirational course, now i have more motivation that the one i had before taken the course. Thanks to Andrew i have more confidence about moving for all the topics of ML",5
3481,Machine learning course is very useful for my career upskilling. I liked the quiz and programming exercises. Professor Andrew Ng explained the concepts in a simple and understandable way. Discussion forum contains lots of information to support us in case if we struck in the course. I really enjoyed learning this course. Thanks to all instructors.,5
3482,"The way Andrew NG taught was very nice. He used to explain the concept from basics even though the course was an intermediate level one. He didn't even let anybody's moral to down at the time of some topics which were difficult to understand.  So, overall this course is useful for the one who don't even have basic knowledge about machine learning.",5
3483,The best course I've ever followed. An extraordinary introduction to Machine Learning and Artificial Intelligence. Andrew NG is a phenomenal teacher and is able to make you understand very complex concepts that you never even heard before and that most teachers would not be able to explain to you so simply but without never losing academic rigor.,5
3484,This is such a great course for beginners in Machine Learning. The course covers a lot of learning algorithms without using very complex mathematics making it easy to understand for rookies. The best part about the course were the advice Prof NG gave for building efficient models and debugging and all the other stuff in addition to the algorithms. ,5
3485,"It was a great experience doing this course. It helped me in learning new things , this course has a massive demand in the present technology. With the help of the concepts explained we can create many new things.....its always great to create and learn new things.  ",5
3486,"This is a fantastic course for beginner, it goes over the practical aspects of Machine Learning while also giving some insight into the mathematics behind it. The quizzes are very nice and requires decent understanding of the subject material to get them right. The programming assignments are a good way to learn to use Octave for Machine Learning.",5
3487,Best course I have ever done ! ,5
3488,"Anyone can take this course with a basic background in mathematics. Content was easy to understand, and broken into the right amount of video, reading, and assignment based learning. The course time flew by, as each week built on the last. I love that I gained a better understanding about this topic, and can look at my world a bit differently now.",5
3489,"Excellent class! Thanks a lot for the class. I learnt a lot! Very well presented and a great flow, building up gradually on what was learnt before - giving time to internalize the concepts. ",5
3490,"A wonderful course. Tough and enjoyable. Required a great deal of concentration, determination and effort to complete. if you plan to take this course then I would strongly recommend taking systematic notes and pausing the videos and practicing the concepts. The tutorials are quite helpful, as are the notes that accompany the programming examples. ",5
3491,"This course helped me to introduce machine learning in a very interesting way. I got so involved that I actually complete this course about 2 weeks before. At the same time, it is important that you spent some time on solving the programming assignments too, which further confirms your understanding. Thanks to coursera for such informative course. ",5
3492,"Terrific course! Very good balance between theory and practice. By the end of this course you will really be able to approach many problems by using a wide range of Machine Learning algorithms. I enjoyed every week, especially the fact of implementing classic problems such as, digit recognition, spam detection, movies recommendation, etc . Thanks!",5
3493,"I never studied machine learning before. From this course, I learned all important concepts to continue my study in machine learning. It taught me just enough details, not too much to lose me in the forest of mathematics. Now I'm reading other tutorials/classes after this, and I see how this course is well done controlling the depth of each topic.",5
3494,"Very nice course for those who wanna get into this area. No matter you're a science student or an art student before, it provides you with just excellent hand-on-hand instruction towards the application of  algorithms and the using of programming tools(e.g. Octave/MATLAB). And also thanks for the financial aid provided by Coursera for this course!",5
3495,"Prof. Andrew Ng made it a great class to take. I listened to all of the videos, took and passed all the quizzes, and worked through all assignments. Best use of my time, getting an introduction to ML and data science in general! Prof. Ng is a phenomenal teacher; he makes sure you get the fundamentals right before jumping ahead. Highly recommended!",5
3496,"Good course for beginners (just need some basic knowledge for programming). You can grasp the whole framework of machine learning and learn important concept, and this course also provide many programming assignment which can help to further understand the algorithm and also know how to apply these algorithm in real cases. Great teacher and tutor!",5
3497,"I think the course is a good primer for anyone who wants to get into ML or for anyone who needs revisiting the basics of ML. I would say for anyone with a mathematical background it might feel not enough, but it's a perfect start. I used to remind myself of a lot of things I learned and to find out about new concepts such as neural networks. Great",5
3498,"Great course, awesome instructor, great mentors and classmates. The best part is that the course is mainly application driven and you actually get to know and use a lot of different machine learning techniques. After doing this course, anyone should be able to implement at least some machine learning techniques to solve different problems. Cheers!",5
